# Type                      | Price  | Qty  | Rar  | Sells  | Buys   | World             | Category            | Material            | Market
---------------------------------------------------------------------------------------------------------------------------------------------
AbbatoirDeed              |    440 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Butcher
WaxPaintingE              |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Painter
WaxPaintingF              |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Painter
WaxPaintingG              |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Painter
WaxSculptors              |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
WaxSculptorsA             |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
WaxSculptorsB             |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
WaxSculptorsC             |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
WaxSculptorsD             |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
WaxSculptorsE             |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
DDRelicWeapon             |      1 |    0 |  200 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
WeaponAbilityBook         |      5 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Fighter
Whip                      |     16 |    0 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Leather    | Market.Leather
Whips                     |     16 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Leather    | Market.Leather
WhiteHangingLantern       |     50 |    1 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
WhiteMisoSoup             |      3 |   15 |    0 | false  | false  | World.Orient      | Category.None       | Material.None       | Market.Monk
WhitePoinsettia           |    120 |    3 |    0 | false  | false  | World.None        | Category.Christmas  | Material.None       | Market.None
WhiteSnowflake            |    100 |    3 |    0 | false  | false  | World.None        | Category.Christmas  | Material.None       | Market.None
WideBrimHat               |      8 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
WildStaff                 |     20 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Wood       | Market.Druid
WindChimes                |     20 |    1 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
UndeadEyesScroll          |     25 |    3 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
NecroUnlockScroll         |     30 |    3 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
NecroPoisonScroll         |     35 |    3 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
PhantasmScroll            |     40 |    3 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
RetchedAirScroll          |     45 |    3 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
ManaLeechScroll           |     50 |    0 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
WallOfSpikesScroll        |     55 |    0 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
NecroCurePoisonScroll     |     60 |    0 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
BloodPactScroll           |     65 |    0 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
SpectreShadowScroll       |     70 |    0 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
GhostPhaseScroll          |     75 |    0 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
GhostlyImagesScroll       |     80 |    0 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
HellsGateScroll           |     85 |    0 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
HellsBrandScroll          |     90 |    0 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
GraveyardGatewayScroll    |     95 |    0 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
VampireGiftScroll         |    100 |    0 |    0 | false  | false  | World.None        | Category.Potion     | Material.None       | Market.Witch
WitchCauldron             |     16 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Witch
WitchHat                  |     11 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Witch
WitchPouch                |   1200 |    2 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Witch
WizardHood                |     12 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Wizard
WizardryCrate             |    400 |    5 |   75 | false  | false  | World.None        | Category.None       | Material.None       | Market.Mage
WizardsHat                |     11 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Wizard
WizardShirt               |     21 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Wizard
WizardStaff               |     40 |    5 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Mage
BlackStaff                |     22 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Necro
WizardStick               |     38 |    5 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Mage
WolfCap                   |     50 |    5 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
WondrousFish              |    240 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Fisherman
WoodenBench               |     12 |    1 |   90 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
WoodenBowlOfCarrots       |      3 |   15 |    0 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Cook
WoodenBowlOfCorn          |      3 |   15 |    0 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Cook
